X1performance,X2performance,X1knowledge,X2knowledge,X1value,X2value,X1satisfaction,X2satisfaction,past_training
0.5539652824153042,0.2484709335004331,1.37518423491238,-0.5672018640616397,0.9062703026151949,1.1746142231634944,-0.09651545913303375,0.09492086928012775,0.9445057648873919
0.8341952099835084,1.7775379119153425,0.1409793773731941,0.8499376501145629,1.543187009890755,1.2080404233433275,2.0191874057822807,2.417300842407343,0.7014494227584808
0.2837162980858191,0.05129873449861986,0.9846127845309569,-0.7970485474281732,1.2335737842693257,1.1319786361839512,0.823582069148395,1.247720998564152,0.6339090614314296
1.0031995115319614,1.045575424159718,-0.49378220038450044,-1.4763581428731807,0.4540390810487815,-0.8608037146170244,1.7050321836905897,-0.7711018269816053,0.37176931695864973
-0.3299560361216956,-2.2608892459338787,-1.739826572315603,-0.09640167413869649,-2.3027832799132875,0.40221119289124685,0.5177539699101605,-0.9691260059199563,-1.6377945919433754
0.6408226131992164,0.6744962873707427,1.1816461318494775,-1.125413418708484,0.14172953461851018,0.5985311604034834,-0.8227457226015009,-0.1880968871594389,1.9194609452242086
-0.38682369749103435,-0.010385500101700994,-1.284331874977233,-1.4947475679543238,-0.5562026393411408,-0.147035099592878,-0.8185489128560534,-0.38625224326989593,0.3624943032110261
3.0284287601995867,2.726690796866711,1.4857013866156947,1.9296588325347102,1.746338695038336,2.875498924093779,0.5613052206775616,0.46869147927510113,1.9315078921454258
0.6245938258981728,-0.29014366360519095,-0.5993194457961799,1.4121921265573174,-0.30267206978624805,-0.15346309803336652,2.7358192896095503,1.6462332333057996,-0.2962636155917227
-0.5423588108303918,-0.570744022389586,0.9409140023027078,0.6896342372126981,-0.9407953823945939,-0.9466149847796147,0.7300275849904653,0.5579587157239374,-0.04812637612034119
0.46604840383031215,0.5748756259762322,-1.3482881044715205,-1.6667105886408222,0.28296681411007546,-1.0426152443276269,-0.13757971796924312,0.09784595311754701,-0.47869291753759685
0.9166775698005933,0.7100551494041295,0.4808373309090439,0.782557616502946,0.07605779982114552,1.719232199463135,-1.1675081472599687,-1.6434722624989682,0.0973555605965865
-0.34751881340289553,0.7034671978217072,0.5466962871327417,-1.0191685562176385,0.6978326383305417,0.8576530059005524,-0.7181846960829777,-0.03181447733389844,2.320808289517531
-1.8355034503297212,-0.051216287826432755,-1.0643812378888253,-0.7251091560641247,-0.45223758864711283,-1.1109824527109107,0.2755651406710949,0.904005411867988,0.026349983765234158
1.0204562591129611,1.0428260058991192,1.8530311325564583,-0.5484185747046372,1.0893129621127258,0.8180705077069347,-1.7834003687503375,-0.753752459984559,-2.2779982011495217
-1.9640063788271722,-0.7288532792976149,0.284273861098554,-0.13616048862048918,-1.437152914364937,-1.1856817440245107,0.5834619674080014,0.3469657629164523,-0.7439721356428114
0.2678485987417068,-0.7204858181347317,-1.3826494664999014,0.4040464622479983,-0.9285917302602826,0.18609333104863107,0.7079423433799023,0.26797337021410084,0.0465132037577918
-0.8688334770162244,-1.0918483427415961,-1.8036801144961931,-1.1868944075076053,-0.7333543150238917,-0.1308214360285146,0.0105577500973351,0.29492263802765945,-0.06605784282071488
